0.727	text_free	163	1098	482	1212
0.718	text_free	162	1269	622	1353
0.639	text_free	162	1425	416	1503
0.564	text_free	164	843	627	899
0.547	text_free	162	953	636	1037
0.540	text_free	166	990	627	1037
0.539	text_free	83	990	136	1022
0.494	text_free	163	813	634	900
0.468	text_free	83	1134	136	1168
0.464	text_bubble	163	1098	482	1212
0.447	text_free	82	986	137	1024
0.431	text_bubble	162	1425	416	1503
0.419	text_free	164	956	271	992
0.406	text_free	165	1303	618	1350
0.383	text_free	164	1098	280	1134
0.381	text_bubble	164	843	627	899
0.345	text_free	85	851	137	886
0.339	text_free	84	1299	137	1340
0.331	text_bubble	166	990	627	1037
0.329	text_bubble	162	1269	622	1353
0.314	text_bubble	163	813	634	900
0.950	text_bubble	251	1621	661	1813
0.784	text_bubble	126	1999	548	2197
0.732	text_free	162	1425	423	1538
0.565	text_free	126	1999	548	2197
0.324	text_free	82	1452	137	1496
0.654	text_bubble	116	2423	665	2893
0.636	text_free	194	2295	583	2384
0.574	text_free	116	2423	665	2893
0.563	text_free	122	2112	550	2202
0.552	text_bubble	122	2112	550	2202
0.518	text_bubble	194	2295	583	2384
0.371	text_bubble	104	2111	656	2900
0.286	text_bubble	52	2110	633	2904
0.776	text_free	153	3361	504	3440
0.776	text_free	153	3222	471	3301
0.741	text_free	153	2944	580	3020
0.716	text_free	149	2817	499	2885
0.715	text_free	153	3501	539	3615
0.678	text_free	154	3099	432	3174
0.567	text_free	153	3070	435	3175
0.451	text_free	153	2916	228	2948
0.436	text_free	82	3254	129	3288
0.391	text_bubble	149	2817	499	2885
0.379	text_bubble	154	3099	432	3174
0.378	text_free	156	3070	259	3103
0.338	text_free	83	3392	131	3427
0.328	text_free	157	3395	500	3437
0.308	text_free	80	2946	132	2981
0.308	text_free	155	3501	257	3534
0.303	text_bubble	153	2944	580	3020
0.301	text_bubble	153	3501	539	3615
0.296	text_bubble	153	3361	504	3440
0.291	text_bubble	153	3222	471	3301
0.951	text_bubble	262	3841	536	3970
0.829	text_free	150	3521	538	3639
0.604	text_free	156	3701	536	3769
0.602	text_free	153	3690	538	3768
0.412	text_free	159	3722	533	3767
0.372	text_free	77	3522	133	3569
0.321	text_free	155	3693	237	3727
0.303	text_free	81	3723	129	3756
0.512	text_bubble	292	5006	497	5023
0.962	text_bubble	240	5057	536	5251
0.688	text_bubble	124	6850	669	7063
0.643	text_bubble	211	6723	600	6817
0.578	text_free	211	6723	600	6817
0.576	text_free	124	6850	669	7063
0.312	text_bubble	127	6718	661	7064
0.925	text_bubble	421	7744	660	7840
0.406	text_free	164	7040	630	7053
0.350	text_bubble	164	7040	630	7053
0.964	text_bubble	422	7748	668	7875
0.950	text_bubble	60	9121	421	9247
0.971	text_bubble	62	9152	419	9311
0.953	text_bubble	179	9811	394	9952
0.966	text_bubble	397	10142	682	10330
0.965	text_bubble	179	9856	394	9994
0.940	text_bubble	353	11234	614	11309
0.854	text_bubble	355	11264	615	11309
0.961	text_bubble	177	12088	427	12218
0.904	text_bubble	640	12312	712	12367
0.932	text_bubble	574	13774	670	13834
