0.957	text_bubble	252	259	570	418
0.925	text_bubble	474	905	641	992
0.699	text_free	476	2036	760	2207
0.327	text_free	306	2030	775	2206
0.881	text_bubble	176	3100	256	3166
0.335	text_bubble	474	2951	790	3330
0.437	text_free	279	4303	351	4319
0.930	text_bubble	137	6126	355	6201
0.952	text_bubble	312	6834	542	6968
0.346	text_bubble	324	7040	541	7047
0.935	text_bubble	185	8754	355	8825
0.931	text_bubble	264	10351	538	10434
0.331	text_bubble	307	12056	491	12064
0.922	text_bubble	287	12108	505	12181
0.927	text_bubble	178	12972	377	13043
0.345	text_free	535	13376	775	13602
0.675	text_free	8	14424	787	14567
0.509	text_bubble	8	14424	787	14567
0.723	text_free	9	14424	785	14567
0.513	text_bubble	9	14424	785	14567
